AddressLine	City	Municipality	AdminDivision	Country	PostCode	Latitude	Longitude	Phone	IsWiFiHotSpot	IsWheelchairAccessible	Opens	Closes
Via Po	Afragola		CB	IT	80021	40.91782	14.2972	0800-XXXXX	False	True	600	2300
Via Guglielmo Oberdan	Bari		CB	IT	70126	41.11696	16.88695	0800-XXXXX	False	True	900	2400
Carrer de Palamos	El Prat de Llobregat		Barcelona	ES	08820	41.3225	2.09941	0800-XXXXX	False	False	730	2330
Avinguda del Pare Andreu de Palma 5	El Prat de Llobregat		Barcelona	ES	08820	41.32659	2.10495	0800-XXXXX	False	True	800	2200
Plaça de Josep Bordonau I Balaguer 	L'Hospitalet de Llobregat		Barcelona	ES	08901	41.36034	2.09779	0800-XXXXX	False	True	800	2200
Carrer de Barcelona 2	L'Hospitalet de Llobregat		Barcelona	ES	08901	41.36157	2.10434	0800-XXXXX	True	True	700	1800
Carrer de l'emigrant 27	L'Hospitalet de Llobregat		Barcelona	ES	08906	41.36492	2.08811	0800-XXXXX	False	True	800	2200
Avinguda del Metro 10	L'Hospitalet de Llobregat		Barcelona	ES	08902	41.36734	2.12713	0800-XXXXX	False	True	1000	2000
Carrer de la Mare de Déu Dels Desemparats 8	L'Hospitalet de Llobregat		Barcelona	ES	08904	41.37012	2.1218	0800-XXXXX	False	False	700	1800
Carrer de Rafael Campalans 16	L'Hospitalet de Llobregat		Barcelona	ES	08903	41.37435	2.12097	0800-XXXXX	False	False	600	2300
Moll d'espanya	Barcelona		Barcelona	ES	08003	41.37537	2.18205	0800-XXXXX	False	True	800	2200
Carrer del Rector Triadó 5	Barcelona		Barcelona	ES	08014	41.37754	2.14345	0800-XXXXX	False	False	700	1800
7500 E Doubletree Ranch Rd	Scottsdale		AZ	US	85258	33.56513	-111.91928	(480) 555-0132	False	True	800	2200
Avinguda Diagonal 609	Barcelona		Barcelona	ES	08028	41.38843	2.12912	0800-XXXXX	False	False	700	1800
Carrer d'eduardo Conde 2	Barcelona		Barcelona	ES	08034	41.39097	2.1231	0800-XXXXX	True	True	900	2400
Carrer de València 30	Barcelona		Barcelona	ES	08009	41.39448	2.16591	0800-XXXXX	False	False	600	2300
Carrer de Feliu I Codina 22	Barcelona		Barcelona	ES	08031	41.43277	2.16079	0800-XXXXX	True	True	700	1800
Passeig d'enric Sanchis 12	Barcelona		Barcelona	ES	08030	41.43495	2.20516	0800-XXXXX	False	False	1000	2000
Viale degli Aviatori	Foggia		IS	IT	71100	41.44713	15.54298	0800-XXXXX	False	False	800	2200
Via Isonzo	Latina		SP	IT	04100	41.45224	12.90618	0800-XXXXX	False	False	700	1800
Viale Pierluigi Nervi	Latina		SP	IT	04100	41.45844	12.88896	0800-XXXXX	False	True	800	2200
27020 Alicia Pkwy	Laguna Niguel		CA	US	92677	33.56766	-117.71514	(209) 555-0147	False	False	700	1800
Via Bruxelles	Latina		SP	IT	04100	41.46366	12.88959	0800-XXXXX	False	False	600	2300
Carretera de Barcelona 444	Sabadell		Barcelona	ES	08203	41.53174	2.11427	0800-XXXXX	False	True	700	1800
1211 Wisconsin Ave NW	Washington		DC	US	20007	38.90537	-77.06293	(202) 555-0135	False	True	800	2200
Avinguda d'Àngel Sallent 5	Terrassa		Barcelona	ES	08224	41.55746	2.00011	0800-XXXXX	False	True	700	1800
Rambla D'Egara 128	Terrassa		Barcelona	ES	08224	41.56041	2.00786	0800-XXXXX	False	False	900	2400
Avinguda de Barcelona 180	Terrassa		Barcelona	ES	08222	41.56439	2.02735	0800-XXXXX	False	True	800	2200
Carrer de la Filatura	Terrassa		Barcelona	ES	08224	41.56498	2.00499	0800-XXXXX	False	False	600	2300
Avinguda de l'abat Marcet	Terrassa		Barcelona	ES	08225	41.57481	2.01264	0800-XXXXX	False	False	800	2200
Paseo de los Plátanos 1	Zaragoza		Lleida	ES	50720	41.60623	-0.82356	0800-XXXXX	False	True	800	2200
Calle Rosas 3	Zaragoza		Lleida	ES	50009	41.63087	-0.909	0800-XXXXX	True	True	700	1800
Via Armando Fabi	Frosinone		BO	IT	03100	41.63618	13.32358	0800-XXXXX	False	True	800	2200
Avenida de las Estrellas	Zaragoza		Lleida	ES	50012	41.64314	-0.93556	0800-XXXXX	False	False	1000	2000
Calle Miguel Servet 57	Zaragoza		Lleida	ES	50013	41.64487	-0.87055	0800-XXXXX	False	True	800	2200
Paseo de las Damas 11	Zaragoza		Lleida	ES	50008	41.64538	-0.88418	0800-XXXXX	True	True	730	2330
Paseo Independencia	Zaragoza		Lleida	ES	50004	41.65011	-0.8833	0800-XXXXX	False	False	900	2400
Paseo Independencia 11	Zaragoza		Lleida	ES	50001	41.65086	-0.88188	0800-XXXXX	False	True	800	2200
Calle San Vicente de Paúl 2	Zaragoza		Lleida	ES	50001	41.65273	-0.87528	0800-XXXXX	False	False	700	1800
Avenida de Madrid 46	Zaragoza		Lleida	ES	50010	41.65392	-0.90255	0800-XXXXX	False	False	800	2200
Calle Castillo 17	Zaragoza		Lleida	ES	50004	41.65618	-0.89499	0800-XXXXX	False	False	700	1800
150 Elden St	Herndon		VA	US	20170	38.96628	-77.3665	(276) 555-0116	True	True	900	2400
Avenida de Navarra 180	Zaragoza		Lleida	ES	50011	41.65869	-0.91824	0800-XXXXX	False	True	700	1800
Calle de la Juventud 3	Zaragoza		Lleida	ES	50058	41.66766	-0.83405	0800-XXXXX	True	True	700	1800
Calle San Miguel 13	Zaragoza		Lleida	ES	50120	41.70141	-0.97092	0800-XXXXX	False	False	700	1800
1887 Mt Zion Rd	Morrow		GA	US	30260	33.56908	-84.33062	(229) 555-0114	False	False	1000	2000
Strada della Macchia	Perugia		MS	IT	06132	43.07945	12.33721	0800-XXXXX	False	True	800	2200
Strada provinciale Settevalli	Perugia		MS	IT	06129	43.08517	12.36719	0800-XXXXX	True	True	700	1800
Calle Luis Briñas 1	Bilbao		Zaragoza	ES	48013	43.2585	-2.94982	0800-XXXXX	False	True	800	2200
Calle de Ercilla 24	Bilbao		Zaragoza	ES	48011	43.2626	-2.93608	0800-XXXXX	False	True	800	2200
25030 Hancock Ave	Murrieta		CA	US	92562	33.56963	-117.18335	(209) 555-0101	False	True	800	2200
Via Grande 30	Livorno		BO	IT	57123	43.55162	10.31121	0800-XXXXX	True	True	1000	2000
Via Venezia Giulia 10	Pisa		PI	IT	56124	43.70807	10.42946	0800-XXXXX	False	False	700	1800
Via Tagliamento 4	Firenze		SP	IT	50126	43.75149	11.30558	0800-XXXXX	False	False	600	2300
Piazza di Santa Croce 1	Firenze		SP	IT	50122	43.76921	11.26066	0800-XXXXX	False	True	800	2200
Via dei Calzaiuoli 1	Firenze		SP	IT	50122	43.77011	11.25526	0800-XXXXX	False	False	800	2200
9204 N 7th St	Phoenix		AZ	US	85020	33.56978	-112.06511	(480) 555-0122	False	True	700	1800
Via Assisi 20	Firenze		SP	IT	50142	43.78117	11.20026	0800-XXXXX	False	True	800	2200
Via Reginaldo Giuliani 250	Firenze		SP	IT	50141	43.80939	11.23377	0800-XXXXX	True	True	700	1800
Via Antonio Gramsci	Sesto Fiorentino		SP	IT	50019	43.82641	11.21364	0800-XXXXX	False	False	700	1800
Via Fratelli Cervi	Campi Bisenzio		SP	IT	50013	43.84465	11.1416	0800-XXXXX	True	True	700	1800
Via D. Ciolli 10	Calenzano		SP	IT	50041	43.85319	11.16608	0800-XXXXX	False	False	700	1800
Via Ricasoli	Prato		PO	IT	50047	43.87995	11.09664	0800-XXXXX	False	True	900	2400
6640 US-41	Jonesboro		GA	US	30236	33.57056	-84.37192	(229) 555-0161	False	False	600	2300
Via Delgi Orafi	Pistoia		RE	IT	51100	43.93341	10.91556	0800-XXXXX	False	False	600	2300
Via Eugenio Montale	Carrara		MS	IT	54033	44.05801	10.08551	0800-XXXXX	False	True	700	1800
Corso Augusto 54	Rimini		MN	IT	47900	44.05824	12.56942	0800-XXXXX	False	False	1000	2000
Via Marzolino I	Cesena		VB	IT	47023	44.13661	12.26931	0800-XXXXX	True	True	600	2300
Via Luigi Teresio Cavallo	Cuneo		CN	IT	12100	44.37041	7.5363	0800-XXXXX	True	True	700	1800
Via Cascina Colombaro	Cuneo		CN	IT	12100	44.37732	7.5232	0800-XXXXX	False	False	700	1800
Via Giacomo Buranello 8	Genova		NO	IT	16149	44.40916	8.89564	0800-XXXXX	True	False	700	1800
Via Bellaria 7	San Lazzaro di Savena		AT	IT	40068	44.46514	11.39886	0800-XXXXX	False	False	700	1800
Via Savigno 1	Bologna		AT	IT	40141	44.46879	11.38249	0800-XXXXX	False	True	800	2200
Via Arno 36	Bologna		AT	IT	40139	44.47236	11.38766	0800-XXXXX	False	True	1000	2000
Viale Abramo Lincoln 5	Bologna		AT	IT	40139	44.482	11.38983	0800-XXXXX	False	True	800	2200
Via Luigi Pirandello 14	Bologna		AT	IT	40127	44.51132	11.39177	0800-XXXXX	False	True	800	2200
Via della Ca'Bianca 5	Bologna		AT	IT	40131	44.52445	11.32116	0800-XXXXX	False	True	800	2200
Via delle Morane 500	Modena		CN	IT	41100	44.62176	10.92745	0800-XXXXX	True	True	700	1800
Via Alberto Ferioli 17	Reggio Nell'emilia		NO	IT	42100	44.68346	10.66185	0800-XXXXX	False	True	700	1800
Via John Fitzgerald Kennedy 27	Reggio Nell'emilia		NO	IT	42100	44.70919	10.60848	0800-XXXXX	False	False	900	2400
Via Taddeo Ugoleto 14	Parma		VC	IT	43100	44.79043	10.36025	0800-XXXXX	True	False	700	1800
Via Silvio Pellico 10	Parma		VC	IT	43100	44.79182	10.30426	0800-XXXXX	False	False	700	1800
Via Emilia Est 142	Parma		VC	IT	43100	44.79516	10.3505	0800-XXXXX	True	True	600	2300
Strada Giuseppe Mazzini 6	Parma		VC	IT	43100	44.80163	10.32655	0800-XXXXX	False	True	800	2200
Strada Giuseppe Mazzini 5	Parma		VC	IT	43100	44.80197	10.32616	0800-XXXXX	False	False	700	1800
9719 N Hayden Rd	Scottsdale		AZ	US	85258	33.5735	-111.90543	(480) 555-0129	False	True	800	2200
Via Lanfranco Caretti	Ferrara		AL	IT	44100	44.84273	11.65084	0800-XXXXX	False	False	700	1800
Strada Guerra	Asti		AT	IT	14100	44.90475	8.23953	0800-XXXXX	False	False	600	2300
Spalto Marengo	Alessandria		AL	IT	15100	44.91637	8.62423	0800-XXXXX	True	True	1000	2000
Piazzale Aldo Moro	Nichelino		TO	IT	10042	44.99568	7.6356	0800-XXXXX	False	False	900	2400
26641 Aliso Creek Rd	Aliso Viejo		CA	US	92656	33.57452	-117.72327	(209) 555-0173	True	True	600	2300
Via Conti Rossi di Montelera 51	Chieri		TO	IT	10023	44.99917	7.83567	0800-XXXXX	True	True	600	2300
Via Real Collegio 20	Moncalieri		TO	IT	10024	44.99955	7.68309	0800-XXXXX	False	False	700	1800
Via dei Cacciatori 111	Nichelino		TO	IT	10042	45.00707	7.62387	0800-XXXXX	False	False	800	2200
Strada Torino 34	Beinasco		TO	IT	10092	45.02349	7.58935	0800-XXXXX	True	True	730	2330
Viale Porta Po	Rovigo		NO	IT	45030	45.05234	11.78833	0800-XXXXX	True	True	700	1800
9814 N 19th Ave	Phoenix		AZ	US	85021	33.57507	-112.09954	(480) 555-0195	False	False	700	1800
Via Capra 27	Rivoli		TO	IT	10098	45.07231	7.51729	0800-XXXXX	False	True	600	2300
Corso Susa 242	Rivoli		TO	IT	10098	45.08051	7.50765	0800-XXXXX	False	False	700	1800
Viale Porta Adige	Rovigo		NO	IT	45100	45.08861	11.78443	0800-XXXXX	False	False	900	2400
7245 E Gold Dust Ave	Scottsdale		AZ	US	85258	33.57849	-111.92442	(480) 555-0152	False	True	800	2200
Corso Romania 460	Torino		TO	IT	10156	45.11951	7.71303	0800-XXXXX	True	True	700	1800
Strada di Settimo	San Mauro Torinese		TO	IT	10099	45.11994	7.74089	0800-XXXXX	False	False	700	1800
SS211	Mortara		VB	IT	27036	45.24331	8.74595	0800-XXXXX	True	False	700	1800
Via Emilia	San Giuliano Milanese		CN	IT	20098	45.38151	9.30101	0800-XXXXX	False	True	700	1800
Volto Del Salone 53	Padova		VC	IT	35139	45.40725	11.87494	0800-XXXXX	False	True	800	2200
10223 N Metro Pkwy E	Phoenix		AZ	US	85051	33.57995	-112.12108	(480) 555-0159	False	False	900	2400
Piazza Giovanni XXIII 7	Corsico		CN	IT	20094	45.4392	9.10954	0800-XXXXX	False	False	600	2300
Via Eugenio Curiel 23	Corsico		CN	IT	20094	45.44013	9.09405	0800-XXXXX	False	True	800	2200
Via Benozzo Gozzoli	Milano		CN	IT	20152	45.45048	9.09734	0800-XXXXX	True	False	600	2300
Via Paccagnella	Venezia		VB	IT	30174	45.5108	12.22722	0800-XXXXX	False	False	600	2300
Via Pola	Torri di Quartesolo		CN	IT	36040	45.51128	11.62654	0800-XXXXX	False	True	800	2200
Via Ettore Tito 6	Venezia		VB	IT	30174	45.51586	12.2051	0800-XXXXX	False	True	800	2200
Via Trento 41	Cologno Monzese		CN	IT	20093	45.52391	9.27744	0800-XXXXX	False	False	900	2400
Strada Padana Verso Padova 60	Vicenza		CN	IT	36100	45.52923	11.59619	0800-XXXXX	False	False	700	1800
Via Maestri del Lavoro	Sesto San Giovanni		CN	IT	20099	45.52976	9.2308	0800-XXXXX	False	False	800	2200
Via Vittorio Veneto 18	Novate Milanese		CN	IT	20026	45.53282	9.13461	0800-XXXXX	False	True	800	2200
Piazza della Resistenza 5	Sesto San Giovanni		CN	IT	20099	45.53403	9.23647	0800-XXXXX	False	True	700	1800
550 E Marshall St	Richmond		VA	US	23219	37.54301	-77.4355	(276) 555-0173	False	False	700	1800
Via Luigi Capuana 50	Rho		CN	IT	20017	45.53589	9.01637	0800-XXXXX	False	True	800	2200
Via Giovanni Battista Pergolesi 7	Cologno Monzese		CN	IT	20093	45.54193	9.27444	0800-XXXXX	True	True	700	1800
Via Enrico Mattei	Marcon		VB	IT	30020	45.54444	12.30662	0800-XXXXX	False	False	700	1800
Strada delle Cattane	Vicenza		CN	IT	36100	45.54714	11.511	0800-XXXXX	False	False	700	1800
Viale Friuli 7	Cinisello Balsamo		CN	IT	20092	45.55	9.23387	0800-XXXXX	False	False	700	1800
Via Italia 27	Brugherio		CN	IT	20047	45.55125	9.3021	0800-XXXXX	False	True	800	2200
Via Ronzinella	Mogliano Veneto		AL	IT	31021	45.55441	12.24725	0800-XXXXX	False	True	800	2200
Viale Trento	Vicenza		CN	IT	36100	45.55733	11.5247	0800-XXXXX	False	False	600	2300
Via Santa Maddalena 7	Monza		CN	IT	20052	45.58167	9.27548	0800-XXXXX	False	True	800	2200
Via della Guerrina 98	Monza		CN	IT	20052	45.58617	9.31261	0800-XXXXX	True	True	600	2300
Via Giorgio la Pira	Muggi�		CN	IT	20053	45.59047	9.21544	0800-XXXXX	False	True	800	2200
475 N Union St	Olean		NY	US	14760	42.08456	-78.43001	(212) 555-0141	False	False	600	2300
Via Federico Confalonieri 55	Villasanta		CN	IT	20058	45.60441	9.30018	0800-XXXXX	False	True	900	2400
Via Giulia 75	Trieste		TO	IT	34126	45.65538	13.79408	0800-XXXXX	True	True	700	1800
12997 W Dixie Hwy	Miami		FL	US	33161	25.89427	-80.1834	(239) 555-0131	False	False	700	1800
8608 E Shea Blvd	Scottsdale		AZ	US	85260	33.58227	-111.89622	(480) 555-0170	False	False	600	2300
Via Dolomiti	Seriate		AT	IT	24068	45.68051	9.74711	0800-XXXXX	True	True	700	1800
Via Borgo Palazzo 158	Bergamo		AT	IT	24125	45.68998	9.70551	0800-XXXXX	False	True	600	2300
Via Cristoforo Baioni	Bergamo		AT	IT	24123	45.71246	9.66977	0800-XXXXX	False	False	800	2200
Viale Belforte 315	Varese		TO	IT	21100	45.8078	8.86223	0800-XXXXX	False	False	700	1800
Via Nuova di Corva 32	Pordenone		CN	IT	33170	45.92652	12.6571	0800-XXXXX	False	True	800	2200
Via Traversagna	Cordenons		CN	IT	33084	45.98491	12.70033	0800-XXXXX	True	True	700	1800
3241 E Shea Blvd	Phoenix		AZ	US	85028	33.58234	-112.01213	(480) 555-0155	True	True	700	1800
9301 E Shea Blvd	Scottsdale		AZ	US	85260	33.58262	-111.88231	(480) 555-0136	False	False	700	1800
Via dei Portici	Bolzano		TO	IT	39100	46.49964	11.35491	0800-XXXXX	False	False	700	1800
10893 N Scottsdale Rd	Scottsdale		AZ	US	85254	33.58456	-111.92609	(480) 555-0177	True	True	600	2300
25380 Marguerite Pkwy	Mission Viejo		CA	US	92692	33.59463	-117.65949	(209) 555-0189	False	False	700	1800
3349 W 80th St	Hialeah		FL	US	33018	25.8953	-80.35067	(239) 555-0134	False	True	800	2200
3520 E Coast Hwy	Corona del Mar		CA	US	92625	33.59473	-117.86882	(209) 555-0174	False	True	800	2200
12031 N Tatum Blvd	Phoenix		AZ	US	85028	33.59654	-111.98103	(480) 555-0166	False	False	600	2300
16810 E Avenue of the Fountains	Fountain Hills		AZ	US	85268	33.60352	-111.71604	(480) 555-0163	False	False	800	2200
13200 Biscayne Blvd	Miami		FL	US	33181	25.89773	-80.16116	(239) 555-0118	False	True	700	1800
2325 E Coast Hwy	Corona del Mar		CA	US	92625	33.60482	-117.87448	(209) 555-0174	True	False	600	2300
13216 N 7th St	Phoenix		AZ	US	85022	33.60511	-112.06502	(480) 555-0142	False	True	800	2200
223 Marine Ave	Newport Beach		CA	US	92662	33.60657	-117.88961	(209) 555-0111	False	True	700	1800
501 N Union Street	Olean		NY	US	14760	42.0854	-78.43001	(212) 555-0131	False	True	800	2200
Bahnhofstraß	Fischen I. Allgä		Bayern	DE	87538	47.45685	10.27112	0800-XXXXX	False	False	800	2200
13505 Biscayne Blvd	Miami		FL	US	33181	25.90055	-80.16042	(239) 555-0178	False	False	700	1800
1080 Bayside Dr	Newport Beach		CA	US	92660	33.61048	-117.891	(209) 555-0170	False	False	600	2300
4356 W Thunderbird Rd	Glendale		AZ	US	85306	33.61091	-112.15229	(480) 555-0130	True	True	700	1800
1930 W Thunderbird Rd	Phoenix		AZ	US	85023	33.61112	-112.10089	(480) 555-0174	False	False	700	1800
AM Hammerweiher 1	Scheidegg		Bayern	DE	88175	47.57392	9.84556	0800-XXXXX	False	True	900	2400
Untermühlewe	Kressbronn am Bodensee		Baden-Württember	DE	88079	47.59539	9.60153	0800-XXXXX	False	True	800	2200
Kirchstraß	Langenargen		Baden-Württember	DE	88085	47.59562	9.54475	0800-XXXXX	True	True	600	2300
Zur Inmatt 10	Weil am Rhein		Baden-Württember	DE	79576	47.62371	7.62453	0800-XXXXX	False	False	900	2400
7101 E Thunderbird Rd	Scottsdale		AZ	US	85254	33.61128	-111.9262	(480) 555-0131	False	True	800	2200
Friedrichshafener Straße 3	Eriskirch		Baden-Württember	DE	88097	47.63359	9.52491	0800-XXXXX	False	False	700	1800
Schulstraße 	Fischingen		Baden-Württember	DE	79592	47.64934	7.5971	0800-XXXXX	False	False	600	2300
Olgastraße 2	Friedrichshafen		Baden-Württember	DE	88045	47.65122	9.46858	0800-XXXXX	False	False	1000	2000
3230 E Thunderbird Rd	Phoenix		AZ	US	85032	33.61136	-112.01215	(480) 555-0183	False	True	600	2300
Manzenbergstraß	Tettnang		Baden-Württember	DE	88069	47.66488	9.58926	0800-XXXXX	False	False	700	1800
Schulstraße 1	Immenstaad am Bodensee		Baden-Württember	DE	88090	47.66717	9.36512	0800-XXXXX	False	True	800	2200
Zeppelinstraße 27	Friedrichshafen		Baden-Württember	DE	88048	47.66908	9.41921	0800-XXXXX	False	False	700	1800
�ussere Ailinger Stra�e 20	Friedrichshafen		Baden-Württember	DE	88046	47.67011	9.49065	0800-XXXXX	False	True	800	2200
Zähringerplatz 	Konstanz		Baden-Württember	DE	78464	47.67244	9.18329	0800-XXXXX	False	True	700	1800
24256 El Toro Rd	Laguna Hills		CA	US	92653	33.61149	-117.72265	(209) 555-0145	False	False	900	2400
Schulstraß	Allensbach		Baden-Württember	DE	78476	47.71988	9.06494	0800-XXXXX	False	True	800	2200
13802 N Scottsdale Rd	Scottsdale		AZ	US	85254	33.61368	-111.92579	(480) 555-0198	False	True	700	1800
Höllturmpassag	Radolfzell am Bodensee		Baden-Württember	DE	78315	47.73784	8.971	0800-XXXXX	False	False	700	1800
Untertorstraß	Radolfzell am Bodensee		Baden-Württember	DE	78315	47.73822	8.96674	0800-XXXXX	False	False	700	1800
Marktstraß	Bad Töl		Bayern	DE	83646	47.76091	11.56078	0800-XXXXX	False	True	800	2200
Mühlenstraße 	Singen (Hohentwiel)		Baden-Württember	DE	78224	47.76145	8.83135	0800-XXXXX	True	True	1000	2000
Untere Gasse 1	Rettenbach am Auerberg		Bayern	DE	87675	47.77424	10.75015	0800-XXXXX	False	True	800	2200
13695 W Dixie Hwy	Miami		FL	US	33161	25.90094	-80.17774	(239) 555-0135	False	True	800	2200
3014 W Balboa Blvd	Newport Beach		CA	US	92663	33.61394	-117.93203	(209) 555-0182	False	False	800	2200
1133 Newport Center Dr	Newport Beach		CA	US	92660	33.61427	-117.8781	(209) 555-0151	True	False	700	1800
14036 N Scottsdale Rd	Scottsdale		AZ	US	85254	33.61443	-111.9258	(480) 555-0104	False	False	700	1800
Schwimmbadstraße 1	Bonndorf im Schwarzwald		Baden-Württember	DE	79848	47.81775	8.34054	0800-XXXXX	False	False	600	2300
Georg-Aicher-Straß	Rosenheim		Bayern	DE	83026	47.84857	12.0912	0800-XXXXX	True	True	700	1800
Bahnhofstraß	Mauerstetten		Bayern	DE	87665	47.90231	10.66692	0800-XXXXX	False	True	800	2200
1198 Hertel Ave	Buffalo		NY	US	14216	42.94777	-78.86356	(212) 555-0164	False	False	1000	2000
23862 Bridger Rd	Lake Forest		CA	US	92630	33.61648	-117.70854	(209) 555-0126	False	False	600	2300
Marktstraße 	Donaueschingen		Baden-Württember	DE	78166	47.95208	8.49277	0800-XXXXX	True	True	730	2330
251 E Coast Hwy	Newport Beach		CA	US	92660	33.61663	-117.90305	(209) 555-0167	False	True	800	2200
Schwarzwaldstraße 8	Freiburg im Breisgau		Baden-Württember	DE	79102	47.98783	7.87258	0800-XXXXX	False	True	700	1800
Gerberau 5	Freiburg im Breisgau		Baden-Württember	DE	79098	47.99355	7.84965	0800-XXXXX	False	False	600	2300
Augustinerplatz	Freiburg im Breisgau		Baden-Württember	DE	79098	47.99371	7.85195	0800-XXXXX	False	True	800	2200
Schiffstraße 	Freiburg im Breisgau		Baden-Württember	DE	79098	47.99725	7.85031	0800-XXXXX	False	False	700	1800
23700 El Toro Rd	Lake Forest		CA	US	92630	33.61771	-117.70382	(209) 555-0115	True	True	700	1800
Vogelanger 2	Starnberg		Bayern	DE	82319	47.99927	11.3408	0800-XXXXX	False	True	800	2200
Schulstraße 2	Strasslach		Bayern	DE	82064	48.00524	11.51317	0800-XXXXX	False	True	800	2200
800 W Coast Hwy	Newport Beach		CA	US	92663	33.61787	-117.91959	(209) 555-0178	False	False	1000	2000
Gerhart-Hauptmann-Straße 	Freiburg im Breisgau		Baden-Württember	DE	79110	48.01282	7.81309	0800-XXXXX	False	False	900	2400
14635 N Del Webb Blvd	Sun City		AZ	US	85351	33.61828	-112.29122	(480) 555-0198	False	True	800	2200
Jahnstraß	Rietheim-Weilheim		Baden-Württember	DE	78604	48.02486	8.7756	0800-XXXXX	False	True	800	2200
Rathausstraße 	Grünwal		Bayern	DE	82031	48.04048	11.52236	0800-XXXXX	False	False	700	1800
Doktor-Max-Straße 	Grünwal		Bayern	DE	82031	48.04087	11.52058	0800-XXXXX	False	True	800	2200
3421 Via Lido	Newport Beach		CA	US	92663	33.61838	-117.92935	(209) 555-0141	False	True	600	2300
Schlossstraß	Grünwal		Bayern	DE	82031	48.04225	11.52257	0800-XXXXX	False	True	600	2300
Köglweg 	Taufkirchen		Bayern	DE	82024	48.04604	11.61558	0800-XXXXX	False	True	700	1800
Heilmannstraße 	Pullach im Isartal		Bayern	DE	82049	48.05709	11.5246	0800-XXXXX	False	True	800	2200
Rietstraß	Villingen-Schwenningen		Baden-Württember	DE	78050	48.05986	8.45762	0800-XXXXX	True	True	700	1800
Jahnstraße 	Unterhaching		Bayern	DE	82008	48.06158	11.61443	0800-XXXXX	False	False	600	2300
Rathausplatz 2	Ottobrunn		Bayern	DE	85521	48.06595	11.66571	0800-XXXXX	False	True	800	2200
Fürst-Wilhelm-Stra�	Sigmaringen		Baden-Württember	DE	72488	48.08687	9.2163	0800-XXXXX	False	False	900	2400
3131 W Coast Hwy	Newport Beach		CA	US	92663	33.62089	-117.92529	(209) 555-0197	True	True	730	2330
Im Hochwald	Sankt Georgen im Schwarzwald		Baden-Württember	DE	78112	48.12828	8.3272	0800-XXXXX	False	False	600	2300
Prielmayerstraße 	Münche		Bayern	DE	80335	48.14092	11.56193	0800-XXXXX	True	True	900	2400
23364 El Toro Rd	Lake Forest		CA	US	92630	33.62358	-117.69677	(209) 555-0109	True	True	1000	2000
Fronbergstraße 1	Schömber		Baden-Württember	DE	72355	48.17983	8.7431	0800-XXXXX	False	True	800	2200
Brückenstraße	Strassberg		Baden-Württember	DE	72479	48.18252	9.08912	0800-XXXXX	True	False	700	1800
Wildensteinstraß	Messstetten		Baden-Württember	DE	72469	48.18541	8.97279	0800-XXXXX	False	True	800	2200
6868 NW 169th St	Hialeah		FL	US	33015	25.92576	-80.31226	(239) 555-0122	False	False	700	1800
Maria-Probst-Straß	Münche		Bayern	DE	80939	48.19271	11.58667	0800-XXXXX	False	True	800	2200
Maria-Probst-Straß	Münche		Bayern	DE	80939	48.19346	11.60208	0800-XXXXX	True	True	700	1800
6204 W Coast Hwy	Newport Beach		CA	US	92663	33.62634	-117.94944	(209) 555-0180	False	False	700	1800
Stadhallenplatz 1	Hornberg		Baden-Württember	DE	78132	48.21072	8.23223	0800-XXXXX	False	False	700	1800
3202 E Greenway Rd	Phoenix		AZ	US	85032	33.62644	-112.01299	(480) 555-0134	False	False	700	1800
Hohenzollernstraße 1	Albstadt		Baden-Württember	DE	72458	48.21574	9.02679	0800-XXXXX	False	True	700	1800
33 Simcoe St S	Oshawa		ON	CA		43.89714	-78.86356	(226) 555-0179	False	False	700	1800
Festhallenstraße 1	Dotternhausen		Baden-Württember	DE	72359	48.22677	8.78989	0800-XXXXX	False	False	700	1800
An der Torfbahn 1	Ismaning		Bayern	DE	85737	48.22747	11.67665	0800-XXXXX	False	True	700	1800
6700 W Coast Hwy	Newport Beach		CA	US	92663	33.62743	-117.95128	(209) 555-0161	False	True	600	2300
Augsburger Straße 2	Dachau		Bayern	DE	85221	48.25969	11.43304	0800-XXXXX	False	True	900	2400
22972 Moulton Pkwy	Laguna Hills		CA	US	92653	33.62789	-117.73034	(209) 555-0146	False	True	800	2200
Rathausplatz 1	Unterschleissheim		Bayern	DE	85716	48.27242	11.56972	0800-XXXXX	False	False	600	2300
AM Sportplatz 15	Steinach		Baden-Württember	DE	77790	48.27617	8.02101	0800-XXXXX	False	False	800	2200
23032 Alicia Pkwy	Mission Viejo		CA	US	92692	33.62844	-117.63538	(209) 555-0114	True	True	700	1800
6832 NW 169th St	Hialeah		FL	US	33015	25.92595	-80.31173	(239) 555-0145	False	True	800	2200
15688 N Pima Rd	Scottsdale		AZ	US	85260	33.62856	-111.89067	(480) 555-0178	False	True	800	2200
AM Stadtpark	Lahr/Schwarzwald		Baden-Württember	DE	77933	48.34152	7.85709	0800-XXXXX	False	False	1000	2000
Terminalstrasse Mitte 18	Oberding		Bayern	DE	85445	48.35432	11.78712	0800-XXXXX	False	False	900	2400
Wilhelm-Hauff-Straße 2	Augsburg		Bayern	DE	86161	48.35682	10.92246	0800-XXXXX	True	True	700	1800
Halderstraße 2	Augsburg		Bayern	DE	86150	48.36508	10.89165	0800-XXXXX	False	False	800	2200
